id	filename	md5	size	state
96a65034-080d-4aa6-8c3a-50a52d9fcfad	96a65034-080d-4aa6-8c3a-50a52d9fcfad/jhu-usc.edu_GBM.HumanMethylation450.6.lvl-3.TCGA-26-5132-01A-01D-1481-05.gdc_hg38.txt	850a79faa0284dc669e2fb3540fcdca0	141284576	live
98f22393-50ba-46ae-ad77-d79e671f126b	98f22393-50ba-46ae-ad77-d79e671f126b/jhu-usc.edu_GBM.HumanMethylation27.8.lvl-3.TCGA-12-1597-01B-01D-0915-05.gdc_hg38.txt	dcc2c9305db51c48e0b9ff6034385a48	9949510	live
a2cebc6e-c658-4b4a-90c8-e25852480ed3	a2cebc6e-c658-4b4a-90c8-e25852480ed3/jhu-usc.edu_GBM.HumanMethylation27.6.lvl-3.TCGA-28-1747-01C-01D-0788-05.gdc_hg38.txt	dd1a765c889d69cc1a00317a02a73f3f	9954642	live
a3cdb4ca-b91d-4376-8758-5813f951db13	a3cdb4ca-b91d-4376-8758-5813f951db13/jhu-usc.edu_GBM.HumanMethylation450.6.lvl-3.TCGA-28-5218-01A-01D-1481-05.gdc_hg38.txt	e5e9c0bbf49cd5c786415b53ed129f57	141293364	live
a3f09ade-f65e-4cde-9752-1c555c0356ec	a3f09ade-f65e-4cde-9752-1c555c0356ec/jhu-usc.edu_GBM.HumanMethylation27.3.lvl-3.TCGA-16-1045-01B-01D-0521-05.gdc_hg38.txt	2b41333aeec39eec7551fe1d00c1ebeb	9954896	live
a5275f22-66d8-4513-b6ae-3c52a85b5455	a5275f22-66d8-4513-b6ae-3c52a85b5455/jhu-usc.edu_GBM.HumanMethylation27.6.lvl-3.TCGA-06-2564-01A-01D-0788-05.gdc_hg38.txt	2508bf0f5a9fee14f006da6b1b145b3a	9953070	live
a66db6ef-074d-4063-aeff-3e8abdb06d73	a66db6ef-074d-4063-aeff-3e8abdb06d73/jhu-usc.edu_GBM.HumanMethylation27.6.lvl-3.TCGA-06-2559-01A-01D-0788-05.gdc_hg38.txt	4622da05e2cf36d2b78b9e7f31eece16	9954936	live
a68b7c5d-ad2c-40a1-b979-4e4432b6d868	a68b7c5d-ad2c-40a1-b979-4e4432b6d868/jhu-usc.edu_GBM.HumanMethylation27.6.lvl-3.TCGA-06-2569-01A-01D-0788-05.gdc_hg38.txt	6bd7c985a5da353a0f3bd2f1e9bca703	9952959	live
a6c82c9a-5327-4a35-ba26-529ab50dbd3c	a6c82c9a-5327-4a35-ba26-529ab50dbd3c/jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-41-5651-01A-01D-1697-05.gdc_hg38.txt	fb0303229336537f5ea47cf5c8e0221f	141292966	live
a9652994-6004-4b51-900d-f0eb227a0f81	a9652994-6004-4b51-900d-f0eb227a0f81/jhu-usc.edu_GBM.HumanMethylation27.6.lvl-3.TCGA-06-2558-01A-01D-0788-05.gdc_hg38.txt	4bc7af08db218e628c8331fb64591b13	9953437	live
